hpo_id,hpo_name,ncbi_gene_id,gene_symbol
HP:0100763,Abnormality of the lymphatic system,4067,LYN
HP:0100763,Abnormality of the lymphatic system,26276,VPS33B
HP:0100763,Abnormality of the lymphatic system,7066,THPO
HP:0100763,Abnormality of the lymphatic system,7066,THPO
HP:0100763,Abnormality of the lymphatic system,2811,GP1BA
HP:0100763,Abnormality of the lymphatic system,6521,SLC4A1
HP:0100763,Abnormality of the lymphatic system,6521,SLC4A1
HP:0100763,Abnormality of the lymphatic system,6521,SLC4A1
HP:0100763,Abnormality of the lymphatic system,6521,SLC4A1
HP:0100763,Abnormality of the lymphatic system,55532,SLC30A10
HP:0100763,Abnormality of the lymphatic system,673,BRAF
HP:0100763,Abnormality of the lymphatic system,57539,WDR35
HP:0100763,Abnormality of the lymphatic system,857,CAV1
HP:0100763,Abnormality of the lymphatic system,4758,NEU1
HP:0100763,Abnormality of the lymphatic system,4758,NEU1
HP:0100763,Abnormality of the lymphatic system,2038,EPB42
HP:0100763,Abnormality of the lymphatic system,2038,EPB42
HP:0100763,Abnormality of the lymphatic system,1352,COX10
HP:0100763,Abnormality of the lymphatic system,3604,TNFRSF9
HP:0100763,Abnormality of the lymphatic system,6005,RHAG
HP:0100763,Abnormality of the lymphatic system,6005,RHAG
HP:0100763,Abnormality of the lymphatic system,8647,ABCB11
HP:0100763,Abnormality of the lymphatic system,5699,PSMB10
HP:0100763,Abnormality of the lymphatic system,348,APOE
HP:0100763,Abnormality of the lymphatic system,348,APOE
HP:0100763,Abnormality of the lymphatic system,5468,PPARG
HP:0100763,Abnormality of the lymphatic system,686,BTD
HP:0100763,Abnormality of the lymphatic system,8792,TNFRSF11A
HP:0100763,Abnormality of the lymphatic system,8546,AP3B1
HP:0100763,Abnormality of the lymphatic system,10555,AGPAT2
HP:0100763,Abnormality of the lymphatic system,1717,DHCR7
HP:0100763,Abnormality of the lymphatic system,23230,VPS13A
HP:0100763,Abnormality of the lymphatic system,3778,KCNMA1
HP:0100763,Abnormality of the lymphatic system,526,ATP6V1B2
HP:0100763,Abnormality of the lymphatic system,3782,KCNN3
HP:0100763,Abnormality of the lymphatic system,175,AGA
