hpo_id,hpo_name,ncbi_gene_id,gene_symbol
HP:0000037,Male pseudohermaphroditism,54539,NDUFB11
HP:0000037,Male pseudohermaphroditism,1349,COX7B
HP:0000037,Male pseudohermaphroditism,3052,HCCS
HP:0000037,Male pseudohermaphroditism,57647,DHX37
HP:0000037,Male pseudohermaphroditism,57647,DHX37
HP:0000037,Male pseudohermaphroditism,84314,TMEM107
HP:0000037,Male pseudohermaphroditism,26123,TCTN3
HP:0000037,Male pseudohermaphroditism,79867,TCTN2
HP:0000037,Male pseudohermaphroditism,80776,B9D2
HP:0000037,Male pseudohermaphroditism,79600,TCTN1
HP:0000037,Male pseudohermaphroditism,57096,RPGRIP1
HP:0000037,Male pseudohermaphroditism,79848,CSPP1
HP:0000037,Male pseudohermaphroditism,80184,CEP290
HP:0000037,Male pseudohermaphroditism,51259,TMEM216
HP:0000037,Male pseudohermaphroditism,57545,CC2D2A
HP:0000037,Male pseudohermaphroditism,79583,TMEM231
HP:0000037,Male pseudohermaphroditism,91147,TMEM67
HP:0000037,Male pseudohermaphroditism,79770,TXNDC15
HP:0000037,Male pseudohermaphroditism,27077,B9D1
HP:0000037,Male pseudohermaphroditism,23322,RPGRIP1L
HP:0000037,Male pseudohermaphroditism,54903,MKS1
HP:0000037,Male pseudohermaphroditism,65062,TMEM237
HP:0000037,Male pseudohermaphroditism,6662,SOX9
HP:0000037,Male pseudohermaphroditism,6662,SOX9
HP:0000037,Male pseudohermaphroditism,1761,DMRT1
HP:0000037,Male pseudohermaphroditism,84733,CBX2
HP:0000037,Male pseudohermaphroditism,50846,DHH
HP:0000037,Male pseudohermaphroditism,4214,MAP3K1
HP:0000037,Male pseudohermaphroditism,2516,NR5A1
HP:0000037,Male pseudohermaphroditism,190,NR0B1
HP:0000037,Male pseudohermaphroditism,1586,CYP17A1
HP:0000037,Male pseudohermaphroditism,1586,CYP17A1
HP:0000037,Male pseudohermaphroditism,1109,AKR1C4
HP:0000037,Male pseudohermaphroditism,1646,AKR1C2
HP:0000037,Male pseudohermaphroditism,3110,MNX1
HP:0000036,Abnormal penis morphology,10483,SEC23B
HP:0000036,Abnormal penis morphology,5728,PTEN
HP:0000036,Abnormal penis morphology,6390,SDHB
HP:0000036,Abnormal penis morphology,6392,SDHD
HP:0000036,Abnormal penis morphology,6391,SDHC
HP:0000036,Abnormal penis morphology,207,AKT1
HP:0000036,Abnormal penis morphology,205717,USF3
HP:0000036,Abnormal penis morphology,5290,PIK3CA
HP:0000036,Abnormal penis morphology,100144748,KLLN
HP:0000036,Abnormal penis morphology,1857,DVL3
HP:0000036,Abnormal penis morphology,7474,WNT5A
HP:0000036,Abnormal penis morphology,1855,DVL1
HP:0000036,Abnormal penis morphology,2535,FZD2
HP:0000036,Abnormal penis morphology,3845,KRAS
HP:0000036,Abnormal penis morphology,9791,PTDSS1
HP:0000036,Abnormal penis morphology,54361,WNT4
HP:0000036,Abnormal penis morphology,63895,PIEZO2
HP:0000036,Abnormal penis morphology,4089,SMAD4
HP:0000036,Abnormal penis morphology,54539,NDUFB11
HP:0000036,Abnormal penis morphology,1349,COX7B
HP:0000036,Abnormal penis morphology,3052,HCCS
HP:0000036,Abnormal penis morphology,5566,PRKACA
HP:0000036,Abnormal penis morphology,5567,PRKACB
HP:0000036,Abnormal penis morphology,2735,GLI1
HP:0000036,Abnormal penis morphology,2121,EVC
HP:0000036,Abnormal penis morphology,2121,EVC
HP:0000036,Abnormal penis morphology,51626,DYNC2LI1
HP:0000036,Abnormal penis morphology,132884,EVC2
HP:0000036,Abnormal penis morphology,132884,EVC2
HP:0000036,Abnormal penis morphology,29123,ANKRD11
HP:0000036,Abnormal penis morphology,157570,ESCO2
HP:0000036,Abnormal penis morphology,157570,ESCO2
HP:0000036,Abnormal penis morphology,3643,INSR
HP:0000036,Abnormal penis morphology,3643,INSR
HP:0000036,Abnormal penis morphology,3643,INSR
HP:0000036,Abnormal penis morphology,3643,INSR
HP:0000036,Abnormal penis morphology,1584,CYP11B1
HP:0000036,Abnormal penis morphology,1584,CYP11B1
HP:0000036,Abnormal penis morphology,3756,KCNH1
HP:0000036,Abnormal penis morphology,5332,PLCB4
HP:0000036,Abnormal penis morphology,2260,FGFR1
HP:0000036,Abnormal penis morphology,3973,LHCGR
HP:0000036,Abnormal penis morphology,11128,POLR3A
HP:0000036,Abnormal penis morphology,83550,GPR101
